"EXP","BC","HM","indicateur","url"
"rcp26","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp26_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","MORDOR-SD","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp26/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","LSCE-IPSL-CDFt","MORDOR-SD","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp26/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp26_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","MORDOR-SD","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp26/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","LSCE-IPSL-CDFt","MORDOR-SD","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp26/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp26_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp26","MF-ADAMONT","MORDOR-SD","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp26/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp26_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCN3_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN3_Saisonnier_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-VCN3_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCN3_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-VCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-VCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-tQJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-tQJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","LSCE-IPSL-CDFt","MORDOR-SD","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp45","MF-ADAMONT","MORDOR-SD","Debit-tVCX3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp45/Indicateurs_Debit-tVCX3_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-Q05A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q05A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-Q10A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q10A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-Q50A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q50A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-Q90A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q90A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-Q95A_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-Q95A_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-QA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-QA_Mensuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Mensuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-QA_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QA_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-QJXA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QJXA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-QMNA_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-QMNA_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-VCN10_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN10_Annuel_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","MF-ADAMONT","MORDOR-SD","Debit-VCN10_Saisonnier","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN10_Saisonnier_EXPLORE2-2024_MF-ADAMONT_historical-rcp85_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
"rcp85","LSCE-IPSL-CDFt","MORDOR-SD","Debit-VCN3_Annuel","https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/EXPLORE2-Hydro/EXPLORE2-2024_MORDOR-SD/Indicateurs_Debit/rcp85/Indicateurs_Debit-VCN3_Annuel_EXPLORE2-2024_LSCE-IPSL-CDFt_historical-rcp45_MORDOR-SD_serie-temporelle_modeles-individuels_NetCDF.zip"
